corp_label,fy,rcept_no,report_nm,rcept_dt,설립첫해구분,성명,직위,등기임원여부,상근여부,담당업무_원문,주요경력,출생년월,성별,원문헤더,원문행,fetched_at,status,raw_path,raw_sha256
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),노진호,전무,미등기임원,상근,"ICT 기획단(최고정보책임자,개인정보보호책임자,정보보호최고책임자)",(학력) '82. 서라벌고 '86. 고려대 경영학과 '97. 영국 랭커스터대학원 경영과학 석사 (약력) '06. LG CNS 상무 '13. 우리에프아이에스 전무 '18. 한글과컴퓨터 대표이사 '19. 兼)우리FIS 기타비상무이사,1964.02,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"노진호 | 남 | 1964.02 | 전무 | 미등기임원 | 상근 | ICT 기획단(최고정보책임자,개인정보보호책임자,정보보호최고책임자) | (학력) '82. 서라벌고 '86. 고려대 경영학과 '97. 영국 랭커스터대학원 경영과학 석사 (약력) '06. LG CNS 상무 '13. 우리에프아이에스 전무 '18. 한글과컴퓨터 대표이사 '19. 兼)우리FIS 기타비상무이사 | 3,000 | - | - | 2019.02.28 ~ 현재 | 2020.02.29",2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),서영호,상무,미등기임원,상근,글로벌총괄,(학력) '80. 마산고 '88. 단국대학교 경제학과 (약력) '15. 우리은행 자금부 부장 '15. 우리은행 자금부 본부장 '17. 우리은행 경기중부영업본부 본부장 '18. 우리은행 글로벌그룹 상무 '19. 兼)우리은행 상무,1961.05,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,서영호 | 남 | 1961.05 | 상무 | 미등기임원 | 상근 | 글로벌총괄 | (학력) '80. 마산고 '88. 단국대학교 경제학과 (약력) '15. 우리은행 자금부 부장 '15. 우리은행 자금부 본부장 '17. 우리은행 경기중부영업본부 본부장 '18. 우리은행 글로벌그룹 상무 '19. 兼)우리은행 상무 | - | - | - | 2019.07.01 ~ 현재 | 2020.02.29,2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),김정록,상무,미등기임원,상근,CIB총괄,(학력) '81. 서울북공고 '86. 성균관대학교 행정학과 (약력) '13. 우리은행 선릉금융센터 센터장 '16. 우리은행 종로영업본부 본부장 '17. 우리은행 송파영업본부 본부장 '18. 우리은행 IB그룹 상무 '19. 兼)우리은행상무 '19. 兼)우리종합금융 부사장,1962.10,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,김정록 | 남 | 1962.10 | 상무 | 미등기임원 | 상근 | CIB총괄 | (학력) '81. 서울북공고 '86. 성균관대학교 행정학과 (약력) '13. 우리은행 선릉금융센터 센터장 '16. 우리은행 종로영업본부 본부장 '17. 우리은행 송파영업본부 본부장 '18. 우리은행 IB그룹 상무 '19. 兼)우리은행상무 '19. 兼)우리종합금융 부사장 | - | - | - | 2019.07.01 ~ 현재 | 2020.02.29,2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),황원철,상무,미등기임원,상근,디지털총괄,(학력) '87. 보성고 '91. 한양대학교 수학과 '95. 한양대대학원 수학과 석사 (약력) '18. 우리은행 디지털금융그룹 본부장 '18. 우리은행 디지털금융그룹 상무 '19. 兼)우리은행 상무 '19. 兼)우리카드 전무,1968.06,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,황원철 | 남 | 1968.06 | 상무 | 미등기임원 | 상근 | 디지털총괄 | (학력) '87. 보성고 '91. 한양대학교 수학과 '95. 한양대대학원 수학과 석사 (약력) '18. 우리은행 디지털금융그룹 본부장 '18. 우리은행 디지털금융그룹 상무 '19. 兼)우리은행 상무 '19. 兼)우리카드 전무 | - | - | - | 2019.07.01 ~ 현재 | 2020.02.29,2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),황규목,상무,미등기임원,상근,준법감시인,(학력) '81. 수원수성고등학교 '86. 인하대학교 행정학과 '09. 연세대 행정대학원 행정학 석사 (약력) '09. 우리은행 논현동지점장 '11. 중국우리은행 경영지원본부장 '15. 우리은행 종로기업영업본부장 '17. 우리은행 본점1기업영업본부장,1963.02,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"황규목 | 남 | 1963.02 | 상무 | 미등기임원 | 상근 | 준법감시인 | (학력) '81. 수원수성고등학교 '86. 인하대학교 행정학과 '09. 연세대 행정대학원 행정학 석사 (약력) '09. 우리은행 논현동지점장 '11. 중국우리은행 경영지원본부장 '15. 우리은행 종로기업영업본부장 '17. 우리은행 본점1기업영업본부장 | 13,239 | - | - | 2019.01.11 ~ 현재 | 2021.01.10",2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),이석태,상무,미등기임원,상근,전략기획단 (전략기획주요업무 집행책임자),(학력) '83. 순천고등학교 '91. 중앙대학교 경영학과 (약력) '12. 우리은행 압구정로데오지점장 '15. 우리은행 전략기획부장 '16. 우리은행 경영기획단 영업본부장대우 '17. 우리은행 미래전략부장(본부장) '19. 兼)우리자산운용 기타비상무이사,1964.07,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"이석태 | 남 | 1964.07 | 상무 | 미등기임원 | 상근 | 전략기획단 (전략기획주요업무 집행책임자) | (학력) '83. 순천고등학교 '91. 중앙대학교 경영학과 (약력) '12. 우리은행 압구정로데오지점장 '15. 우리은행 전략기획부장 '16. 우리은행 경영기획단 영업본부장대우 '17. 우리은행 미래전략부장(본부장) '19. 兼)우리자산운용 기타비상무이사 | 14,857 | - | - | 2019.01.11 ~ 현재 | 2020.02.29",2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),정석영,상무,미등기임원,상근,"리스크관리총괄 (리스크관리책임자, 리스크관리주요업무 집행책임자)",(학력) '83. 부산상업고등학교 '90. 연세대학교 경영학과 '16. 연세대 경제대학원 석사 (약력) '11. 우리은행 러시아법인장 '13. 우리은행 연세금융센터장 '16. 우리은행 서대문영업본부장,1964.12,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"정석영 | 남 | 1964.12 | 상무 | 미등기임원 | 상근 | 리스크관리총괄 (리스크관리책임자, 리스크관리주요업무 집행책임자) | (학력) '83. 부산상업고등학교 '90. 연세대학교 경영학과 '16. 연세대 경제대학원 석사 (약력) '11. 우리은행 러시아법인장 '13. 우리은행 연세금융센터장 '16. 우리은행 서대문영업본부장 | 18,951 | - | - | 2019.01.11 ~ 현재 | 2021.01.10",2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),첨문악,사외이사,등기임원,비상근,사외이사,(학력) '85. 국립 타이페이대 경영학과 '91. 조지타운대 대학원 경영학 석사 (약력) '11. 중국 푸본은행 CEO '18. 중국 푸본은행 부회장,1962.11,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,첨문악 | 남 | 1962.11 | 사외이사 | 등기임원 | 비상근 | 사외이사 | (학력) '85. 국립 타이페이대 경영학과 '91. 조지타운대 대학원 경영학 석사 (약력) '11. 중국 푸본은행 CEO '18. 중국 푸본은행 부회장 | - | - | - | 2020.03.25 ~ 현재 | 주1),2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),,,,,,,,,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,김홍태 | 남 | 1966.02 | 비상임이사 | 등기임원 | 비상근 | 비상임이사 | (학력) '93. 서울대 국제경제학과 (약력) '15. 예금보험공사 업무역량강화 TF 부부장 책임역 '17. 예금보험공사 인사지원부 부부장 책임역 現) 예금보험공사 혁신경영실 실장 | - | - | 직원 | 2020.03.25 ~ 현재,2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),이원덕,부사장,등기임원,상근,전략부문,(학력) '80. 공주사대부고 '84. 서울대학교 농업경제학과 '86. 서울대대학원 경제학 석사 (약력) '14. 우리은행 전략사업부 영업본부장대우 '16. 우리은행 미래전략부 영업본부장대우 '17. 우리은행 미래전략단 상무 '17. 우리은행 경영기획그룹 상무 '18. 우리은행 경영기획그룹 부행장 '20. 전 략부문 부사장,1962.01,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"이원덕 | 남 | 1962.01 | 부사장 | 등기임원 | 상근 | 전략부문 | (학력) '80. 공주사대부고 '84. 서울대학교 농업경제학과 '86. 서울대대학원 경제학 석사 (약력) '14. 우리은행 전략사업부 영업본부장대우 '16. 우리은행 미래전략부 영업본부장대우 '17. 우리은행 미래전략단 상무 '17. 우리은행 경영기획그룹 상무 '18. 우리은행 경영기획그룹 부행장 '20. 전 략부문 부사장 | 18,500 | - | - | 2020.03.25 ~ 현재 | 주2)",2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),김정기,부사장,미등기임원,상근,사업관리부문,(학력) '80. 운호고 '88. 충북대학교 농업경제학과 (약력) '15. 우리은행 개인고객본부 영업본부장대우 '17. 우리은행 대외협력단 상무 '17. 우리은행 업무지원그룹 상무 '17. 우리은행 기업그룹 부행장 '18. 우리은행 영업지원부문장 兼 HR그룹 부행장 '20. 兼)우리카드 기타비상무이사,1962.05,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"김정기 | 남 | 1962.05 | 부사장 | 미등기임원 | 상근 | 사업관리부문 | (학력) '80. 운호고 '88. 충북대학교 농업경제학과 (약력) '15. 우리은행 개인고객본부 영업본부장대우 '17. 우리은행 대외협력단 상무 '17. 우리은행 업무지원그룹 상무 '17. 우리은행 기업그룹 부행장 '18. 우리은행 영업지원부문장 兼 HR그룹 부행장 '20. 兼)우리카드 기타비상무이사 | 2,000 | - | - | 2020.02.11 ~ 현재 | 2020.12.31",2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),신명혁,부사장,미등기임원,상근,자산관리총괄,(학력) '80. 대일고 '85. 한국외국어대학교 중국어과 (약력) '15. 우리은행 부산서부영업본부장 '16. 우리은행 강동강원영업본부장 '17. 우리은행 신탁연금그룹 상무 '18. 우리은행 중소기업그룹 부행장보 '19. 우리은행 WM그룹 부행장보 '20. 兼)우리은행 집행부행장,1961.11,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"신명혁 | 남 | 1961.11 | 부사장 | 미등기임원 | 상근 | 자산관리총괄 | (학력) '80. 대일고 '85. 한국외국어대학교 중국어과 (약력) '15. 우리은행 부산서부영업본부장 '16. 우리은행 강동강원영업본부장 '17. 우리은행 신탁연금그룹 상무 '18. 우리은행 중소기업그룹 부행장보 '19. 우리은행 WM그룹 부행장보 '20. 兼)우리은행 집행부행장 | 3,000 | - | - | 2020.02.11 ~ 현재 | 2020.12.31",2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),강신국,상무,미등기임원,상근,CIB 총괄,(학력) '81. 동래고 '86. 고려대학교 경영학과 '92. 고려대대학원 국제경영학 석사 (약력) '14. 우리은행 여의도중앙금융센터장 '17. 우리은행 자금부 본부장 '18. 우리은행 종로기업영업본부장 '20. 兼)우리은행 상무 '20. 兼)우리종합금융 부사장,1964.05,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"강신국 | 남 | 1964.05 | 상무 | 미등기임원 | 상근 | CIB 총괄 | (학력) '81. 동래고 '86. 고려대학교 경영학과 '92. 고려대대학원 국제경영학 석사 (약력) '14. 우리은행 여의도중앙금융센터장 '17. 우리은행 자금부 본부장 '18. 우리은행 종로기업영업본부장 '20. 兼)우리은행 상무 '20. 兼)우리종합금융 부사장 | 2,000 | - | - | 2020.02.11 ~ 현재 | 2021.12.31",2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),황규순,상무,미등기임원,상근,글로벌총괄,(학력) '83. 호남고 '91. 홍익대학교 영어영문학과 (약력) '17. 우리은행 경기서부영업본부장 '18. 우리은행 관악동작영업본부장 '19. 우리은행 강남2영업본부장 '20. 兼)우리은행 상무,1964.09,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"황규순 | 남 | 1964.09 | 상무 | 미등기임원 | 상근 | 글로벌총괄 | (학력) '83. 호남고 '91. 홍익대학교 영어영문학과 (약력) '17. 우리은행 경기서부영업본부장 '18. 우리은행 관악동작영업본부장 '19. 우리은행 강남2영업본부장 '20. 兼)우리은행 상무 | 2,000 | - | - | 2020.02.11 ~ 현재 | 2021.12.31",2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),박종일,상무,미등기임원,상근,전략기획단 (전략기획 주요업무 집행책임자),(학력) '83. 광주대동고 '88. 한국외국어대학교 법학과 (약력) '15. 우리은행 도산대로금융센터장 '17. 우리은행 개인영업전략부 본부장 '18. 우리은행 전략기획부 본부장 '20. 兼)우리금융경영연구소 기타비상무이사,1964.09,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"박종일 | 남 | 1964.09 | 상무 | 미등기임원 | 상근 | 전략기획단 (전략기획 주요업무 집행책임자) | (학력) '83. 광주대동고 '88. 한국외국어대학교 법학과 (약력) '15. 우리은행 도산대로금융센터장 '17. 우리은행 개인영업전략부 본부장 '18. 우리은행 전략기획부 본부장 '20. 兼)우리금융경영연구소 기타비상무이사 | 2,000 | - | - | 2020.02.11 ~ 현재 | 2021.12.31",2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),우병권,상무,미등기임원,상근,준법감시인,(학력) '82. 성동공고 '92. 성균관대학교 영어영문학과 (약력) '14. 중국우리은행 경영지원본부장 '17. 중국우리은행 영업추진본부장 '19. 우리금융지주 경영지원부 본부장,1964.11,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"우병권 | 남 | 1964.11 | 상무 | 미등기임원 | 상근 | 준법감시인 | (학력) '82. 성동공고 '92. 성균관대학교 영어영문학과 (약력) '14. 중국우리은행 경영지원본부장 '17. 중국우리은행 영업추진본부장 '19. 우리금융지주 경영지원부 본부장 | 2,500 | - | - | 2020.02.11 ~ 현재 | 2022.02.10",2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),이성욱,상무,미등기임원,상근,재무기획단 (재무관리 주요업무 집행책임자),(학력) '84. 대구고 '91. 연세대학교 경영학과 (약력) '11. 우리은행 재무기획부장 '17. 우리은행 재무기획부 본부장 '19. 우리금융지주 재무관리부 본부장 '19. 兼)우리PE 기타비상무이사,1965.11,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"이성욱 | 남 | 1965.11 | 상무 | 미등기임원 | 상근 | 재무기획단 (재무관리 주요업무 집행책임자) | (학력) '84. 대구고 '91. 연세대학교 경영학과 (약력) '11. 우리은행 재무기획부장 '17. 우리은행 재무기획부 본부장 '19. 우리금융지주 재무관리부 본부장 '19. 兼)우리PE 기타비상무이사 | 5,000 | - | - | 2020.02.11 ~ 현재 | 2021.12.31",2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
